store,websites,attribute_set,prodtype,tier_prices,typeofstore,industry,department,category,subcategory,name,description,short_description,sku,styleID,brandName,colorName,swatch_image,gallery,color1,color2,size,dimesions_outside,dimesnions_inside,weight,price,has_options,required_options,,visibility,webin,associated,config_attributes,additional_attributes
admin,base,Default,virtual,,,,,Headwear,,Fitted Trucker with R-Flex,"<ul><li>56/42/2 polyester/cotton/spandex</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor</li><li>Comfort stretch</li></ul><p>S/M (7 - 7 1/4&quot;) L/XL (&nbsp;7 - 7 5/8&quot;)</p>",,B90195583,6367,Richardson,Heather Grey/ Royal,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABAjePZckqIjmhEN2Z0Gu7Sa/Headwear/Richardson/swatch/13160_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AADqNOMTlqqxmRFZVGULRsHRa/Headwear/Richardson/71384_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADHwJYPLoE1BCHcyQNNmHpda/Headwear/Richardson/71384_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABPv_hnfwQoiX28iPKm-mgka/Headwear/Richardson/71384_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAWsRKl2AaDQq6R0VaEHXl3a/Headwear/Richardson/71384_f_fm.jpg?dl=0",#7b8a8e,,L/XL,,,0.256944444,9.13,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Fitted Trucker with R-Flex,"<ul><li>56/42/2 polyester/cotton/spandex</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor</li><li>Comfort stretch</li></ul><p>S/M (7 - 7 1/4&quot;) L/XL (&nbsp;7 - 7 5/8&quot;)</p>",,B90195641,6367,Richardson,Loden/ Black,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAApzMVkOd0CNOynOPrdUcvOa/Headwear/Richardson/swatch/15642_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AABvI-HTc6okdhoD42Tc0QFxa/Headwear/Richardson/71387_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAB8KCp1RYu4QrxGw-9P13K0a/Headwear/Richardson/71387_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAC-DTatA3B0ConbxEH5os91a/Headwear/Richardson/71387_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAACkHsDY1jimz8sefZYup8Ta/Headwear/Richardson/71387_f_fm.jpg?dl=0",#777056,#1b151a,S/M,,,0.256944444,9.13,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Fitted Trucker with R-Flex,"<ul><li>56/42/2 polyester/cotton/spandex</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor</li><li>Comfort stretch</li></ul><p>S/M (7 - 7 1/4&quot;) L/XL (&nbsp;7 - 7 5/8&quot;)</p>",,B90195643,6367,Richardson,Loden/ Black,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAApzMVkOd0CNOynOPrdUcvOa/Headwear/Richardson/swatch/15642_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AABvI-HTc6okdhoD42Tc0QFxa/Headwear/Richardson/71387_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAB8KCp1RYu4QrxGw-9P13K0a/Headwear/Richardson/71387_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAC-DTatA3B0ConbxEH5os91a/Headwear/Richardson/71387_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAACkHsDY1jimz8sefZYup8Ta/Headwear/Richardson/71387_f_fm.jpg?dl=0",#777056,#1b151a,L/XL,,,0.256944444,9.13,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Fitted Trucker with R-Flex,"<ul><li>56/42/2 polyester/cotton/spandex</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor</li><li>Comfort stretch</li></ul><p>S/M (7 - 7 1/4&quot;) L/XL (&nbsp;7 - 7 5/8&quot;)</p>",,B90195651,6367,Richardson,Navy,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAA4PhzupkUkUjvfsu6HS7nJa/Headwear/Richardson/swatch/6957_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AACX4dWPvBEpCkcbUYul56HHa/Headwear/Richardson/71389_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAohrKRUcek-eoKzfTHaXUJa/Headwear/Richardson/71389_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAwC5D9sJ1IR683dntiWgFka/Headwear/Richardson/71389_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABB1aOAwva8RAbnKj3uy0uma/Headwear/Richardson/71389_f_fm.jpg?dl=0",#333e59,,S/M,,,0.256944444,9.13,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Fitted Trucker with R-Flex,"<ul><li>56/42/2 polyester/cotton/spandex</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor</li><li>Comfort stretch</li></ul><p>S/M (7 - 7 1/4&quot;) L/XL (&nbsp;7 - 7 5/8&quot;)</p>",,B90195653,6367,Richardson,Navy,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAA4PhzupkUkUjvfsu6HS7nJa/Headwear/Richardson/swatch/6957_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AACX4dWPvBEpCkcbUYul56HHa/Headwear/Richardson/71389_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAohrKRUcek-eoKzfTHaXUJa/Headwear/Richardson/71389_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAwC5D9sJ1IR683dntiWgFka/Headwear/Richardson/71389_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABB1aOAwva8RAbnKj3uy0uma/Headwear/Richardson/71389_f_fm.jpg?dl=0",#333e59,,L/XL,,,0.256944444,9.13,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Fitted Trucker with R-Flex,"<ul><li>56/42/2 polyester/cotton/spandex</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor</li><li>Comfort stretch</li></ul><p>S/M (7 - 7 1/4&quot;) L/XL (&nbsp;7 - 7 5/8&quot;)</p>",,B90195751,6367,Richardson,Royal/ White,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABUhsEMZoXxM1YVoDeg5fama/Headwear/Richardson/swatch/6411_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AADBt6uR9X8uwFVQCrXEz9aOa/Headwear/Richardson/67610_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACn32dzWqP4Cg4FD11JIhRTa/Headwear/Richardson/67610_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAI13fizz_5s6gBQ5fUghrTa/Headwear/Richardson/67610_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACPc8yGj61cdpbrCGvPDK7sa/Headwear/Richardson/67610_d_fm.jpg?dl=0",#305791,#e3e7ed,S/M,,,0.256944444,9.13,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Fitted Trucker with R-Flex,"<ul><li>56/42/2 polyester/cotton/spandex</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor</li><li>Comfort stretch</li></ul><p>S/M (7 - 7 1/4&quot;) L/XL (&nbsp;7 - 7 5/8&quot;)</p>",,B90195753,6367,Richardson,Royal/ White,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABUhsEMZoXxM1YVoDeg5fama/Headwear/Richardson/swatch/6411_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AADBt6uR9X8uwFVQCrXEz9aOa/Headwear/Richardson/67610_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACn32dzWqP4Cg4FD11JIhRTa/Headwear/Richardson/67610_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAI13fizz_5s6gBQ5fUghrTa/Headwear/Richardson/67610_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACPc8yGj61cdpbrCGvPDK7sa/Headwear/Richardson/67610_d_fm.jpg?dl=0",#305791,#e3e7ed,L/XL,,,0.256944444,9.13,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Fitted Trucker with R-Flex,"<ul><li>56/42/2 polyester/cotton/spandex</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor</li><li>Comfort stretch</li></ul><p>S/M (7 - 7 1/4&quot;) L/XL (&nbsp;7 - 7 5/8&quot;)</p>",,B90195001,6367,Richardson,White,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABLDBXmSTwelm4E9-CehZ0Oa/Headwear/Richardson/swatch/5546_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AADVXT9MvFginsKYQCM-IaIva/Headwear/Richardson/71400_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADXACU17_efGtOCY_T3DuExa/Headwear/Richardson/71400_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAq16dH1wbextyWJuJ5t1dSa/Headwear/Richardson/71400_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADcUH1Dd0svGNfsyYsyBCd8a/Headwear/Richardson/71400_f_fm.jpg?dl=0",#e3e7ed,,S/M,,,0.256944444,9.13,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Fitted Trucker with R-Flex,"<ul><li>56/42/2 polyester/cotton/spandex</li><li>Structured, mid-profile, six-panel</li><li>Pre-curved visor</li><li>Comfort stretch</li></ul><p>S/M (7 - 7 1/4&quot;) L/XL (&nbsp;7 - 7 5/8&quot;)</p>",,B90195003,6367,Richardson,White,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABLDBXmSTwelm4E9-CehZ0Oa/Headwear/Richardson/swatch/5546_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AADVXT9MvFginsKYQCM-IaIva/Headwear/Richardson/71400_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADXACU17_efGtOCY_T3DuExa/Headwear/Richardson/71400_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAq16dH1wbextyWJuJ5t1dSa/Headwear/Richardson/71400_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADcUH1Dd0svGNfsyYsyBCd8a/Headwear/Richardson/71400_f_fm.jpg?dl=0",#e3e7ed,,L/XL,,,0.256944444,9.13,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"color,size",
admin,base,Default,virtual,,,,,Headwear,,Garment-Washed Trucker Cap,"<ul><li>100% cotton front</li><li>100% nylon mesh back</li><li>Unstructured, low-profile, six-panel</li><li>Pre-curved contrast-stitched visor</li><li>Snapback closure</li></ul><p><em>Pink/White is a Women&#39;s fit</em>&nbsp;</p>",,B17995090,4331,Richardson,Black/ Charcoal,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADIDGom-qmf0JY3F5BOxLSIa/Headwear/Richardson/swatch/10079_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AACm2sJxI4tQrNO398Vvx4hNa/Headwear/Richardson/51126_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADP10TCJw_LvVgIEdUA2EOWa/Headwear/Richardson/51126_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAACmvFBa4jB6e6Z-82TYKMLa/Headwear/Richardson/51126_d_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAD9NO-sWX9NgX0hs8AAtgDca/Headwear/Richardson/51126_b_fm.jpg?dl=0",#8a9b9e,,Adjustable,,,0.229166667,8.46,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Garment-Washed Trucker Cap,"<ul><li>100% cotton front</li><li>100% nylon mesh back</li><li>Unstructured, low-profile, six-panel</li><li>Pre-curved contrast-stitched visor</li><li>Snapback closure</li></ul><p><em>Pink/White is a Women&#39;s fit</em>&nbsp;</p>",,B17995020,4331,Richardson,Black/ White,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABqhWeTbsE0coZkH6brJLyGa/Headwear/Richardson/swatch/7670_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AAAzq2dtHfJfkGJmpLwHtMD_a/Headwear/Richardson/51128_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADLVEkpAh2Anf6BHfJBx2Fda/Headwear/Richardson/51128_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACtECQ61lz2RD8lEi2lo0oga/Headwear/Richardson/51128_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADCqwuu2SafoGS0Dgv4Myn8a/Headwear/Richardson/51128_d_fm.jpg?dl=0",#1b151a,#e3e7ed,Adjustable,,,0.229166667,8.46,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Garment-Washed Trucker Cap,"<ul><li>100% cotton front</li><li>100% nylon mesh back</li><li>Unstructured, low-profile, six-panel</li><li>Pre-curved contrast-stitched visor</li><li>Snapback closure</li></ul><p><em>Pink/White is a Women&#39;s fit</em>&nbsp;</p>",,B17995550,4331,Richardson,Brown/ Khaki,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABqIClPgdYNM9XBf2G6nhwWa/Headwear/Richardson/swatch/5569_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AADqYY59e-KybkJe-EoQYAK4a/Headwear/Richardson/51129_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AACnm4zBn9ybukDB1dCuOHrRa/Headwear/Richardson/51129_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADTRGlkONTk1REOvVaoZfk_a/Headwear/Richardson/51129_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABkSAtOuEsVuCtkHului7ZQa/Headwear/Richardson/51129_d_fm.jpg?dl=0",#6b4a35,#94908c,Adjustable,,,0.229166667,8.46,,,,,,,,
admin,base,Default,virtual,,,,,Headwear,,Garment-Washed Trucker Cap,"<ul><li>100% cotton front</li><li>100% nylon mesh back</li><li>Unstructured, low-profile, six-panel</li><li>Pre-curved contrast-stitched visor</li><li>Snapback closure</li></ul><p><em>Pink/White is a Women&#39;s fit</em>&nbsp;</p>",,B17995100,4331,Richardson,Charcoal/ White,https://www.dropbox.com/sh/970y5tr0ewl14b8/AABeP-6Oy9oZqZsIYfgGRZoTa/Headwear/Richardson/swatch/10696_fm.jpg?dl=0,"https://www.dropbox.com/sh/970y5tr0ewl14b8/AACqAO_xpfJE8GhtjePEGqGxa/Headwear/Richardson/51130_f_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAB5W2F_Ig0hX9Tuhw-Rig6na/Headwear/Richardson/51130_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AADbe5eo2ycYLD3a1pbpsXbNa/Headwear/Richardson/51130_b_fm.jpg?dl=0,https://www.dropbox.com/sh/970y5tr0ewl14b8/AAC5GE36viI5My21Qkpyv9oVa/Headwear/Richardson/51130_d_fm.jpg?dl=0",#4f4e46,,Adjustable,,,0.229166667,8.46,,,,,,,,
